"","X1","X2","X3","X4","Y"
"31",80.3203425993542,80.1516290654666,77,-1177.93417721987,2936601.26122232
"32",134.141796073737,98.6688640331588,81,201.719291508198,6035771.58264143
"33",136.718128222333,116.355697055042,83,2206.17986470461,10636284.5970887
"34",119.029625303483,137.030929715777,70,15865.389034152,18876027.5094391
"35",124.968041329042,117.684439036377,79,13470.8314538002,11415628.2578007
"36",160.703936939703,100.04479052846,78,14849.6230244637,6797879.13058974
"37",125.068070958501,94.611936771977,81,24209.958307445,6035690.05995546
"38",132.224009359109,140.945362799623,81,10027.5376066566,20601649.7764802
"39",169.903122093042,123.306412150891,78,28400.1871794462,13778302.4735123
"40",52.5083805263794,100.575075266749,80,17658.4808826447,7016852.4304192
"41",97.102013416328,77.849533815907,76,1496.96565419436,2740604.31662083
"42",146.899724047946,121.845611273513,80,12842.0264050364,12776782.8685604
"43",108.959083643194,88.8768961192242,79,-1961.66652441025,4162023.45222083
"44",81.616044615431,97.4090600586912,81,23883.5323825479,6568930.11789283
"45",146.081935468721,94.517317187578,80,19814.5911246538,5863206.50484336
"46",112.695295883058,138.110764804825,77,20395.6540301442,19562623.9927252
"47",124.04473377534,81.0627077039671,75,21766.56652987,3765473.55579877
"48",105.613280439272,110.840981130673,75,5118.18069964647,9112349.67286312
"49",82.2908601158877,147.907756077104,81,12212.4085202813,24284698.8117281
"50",104.555858400233,113.81714803672,75,7816.16646051407,10039986.9013369
"51",100.473648561319,194.372750918997,77,6986.32172495127,60667592.2379054
"52",122.834014626155,113.907783020736,79,6332.64932781458,10030769.5917508
"53",105.74727639001,131.241959068536,84,14514.1027420759,16404436.7441096
"54",80.5844111257834,99.6963976971549,84,9696.08528912067,6580543.28291332
"55",136.464036441872,111.153042999902,87,24999.1300329566,9934691.8470463
"56",98.9428903387657,60.4569095326935,75,14875.8837208152,1601606.96331625
"57",179.763236713858,98.0190519543604,81,17870.2313005924,6492086.2358654
"58",108.232905672518,111.687861625053,80,855.956524610519,9216677.09892846
"59",100.073860142443,104.429863242939,80,2200.60516893864,7384524.04158963
"60",128.906006113425,96.1946881227326,79,6840.21060168743,5753320.20106382
"61",142.403297707997,131.485696867676,84,-1437.07091361284,15953235.2248802
"62",129.181251242356,157.102333587475,78,22259.8115801811,30027564.3788118
"63",128.009762826359,105.099501141351,78,20194.0550506115,8122834.8900316
"64",113.318698351531,95.6348053445049,82,1087.42289990187,5458396.26985512
"65",156.262300405225,86.6035672895485,79,23410.0580662489,4632891.17698476
"66",139.464539122051,131.29671292931,83,24063.2222741842,16747912.3085128
"67",98.8546254962287,113.784983698635,81,29049.0018576384,10758547.7160855
"68",129.212663924012,105.527805275617,81,11186.2285360694,7950240.87575594
"69",128.15048033779,108.697431127423,84,19662.2272208333,9058903.25828669
"70",158.12867134074,146.109697810977,83,4138.27547430992,23045917.8094878
"71",145.640151246721,123.111818070819,77,21857.9014614224,13489979.3843549
"72",102.9658339581,152.993053735692,81,17070.4568326473,27355103.150692
"73",166.250348040611,121.728442630721,81,19025.8684381843,12948179.8878178
"74",119.410973416812,96.4907952387841,74,9384.1594606638,5875578.40977906
"75",118.039862419035,95.4392183455481,79,7681.31440132856,5634448.75231669
"76",131.536555732019,149.161327131964,78,-57.9390004277229,24570085.3403939
"77",103.320345173119,107.200795869424,84,4347.63026237488,8143200.59464284
"78",145.423495301771,79.6427107750475,78,23377.5582239032,3663329.04438454
"79",105.450843649209,87.3494274837364,82,16949.7515931726,4556985.07234425
"80",115.464434403047,113.722630710788,80,-1486.06340587139,9721094.82489911
"81",139.585335340729,99.1376160385783,75,19936.889141798,6745003.00539974
"82",106.978440423415,82.8330789310327,80,26829.3060734868,4211590.11794445
"83",116.498696918428,103.511499432891,81,28424.6884211898,8044937.25724523
"84",110.13500248019,96.2222407160489,82,11828.1594216824,5935491.44576754
"85",171.030169600198,149.027611388882,80,5915.82221537828,24692483.2922182
"86",73.2276595349828,101.246873286161,78,7791.75414144993,6832356.93868614
"87",95.4830823837285,104.485542507592,73,27244.4308623672,8147912.95446181
"88",156.158871101417,80.1108558671322,83,23791.2756800652,3782776.91160478
"89",103.199673998343,133.517058650331,86,5516.67404919863,17054473.3907703
"90",130.361867738915,115.209106860602,79,24956.3275873661,11024744.729754
"91",132.981639505592,140.052367598847,72,2284.56952422857,19901509.8227197
"92",114.899129629365,140.933763283283,80,24495.0410723686,21069295.3401865
"93",109.205800320866,89.3508223920081,77,9245.10798603296,4597060.7578191
"94",133.171876615774,105.254006772155,83,2573.30449670553,7597996.69973634
"95",90.2561179452676,116.865815557471,76,12686.7599636316,11117351.018022
"96",126.010539969707,110.288837356844,87,26785.0717157125,9761983.59053813
"97",122.303952349316,118.620673989256,82,19750.2547055483,11943772.6303549
"98",126.199807197545,67.4482777887772,86,10694.5967227221,2032923.10360134
"99",124.87410706062,150.763649695057,80,29148.9171683788,26442921.2686248
"100",88.1745867371219,99.4099243280895,74,1328.9253488183,6224920.44316322
"101",131.768656117453,159.016738715452,74,-596.459612250328,30524820.1341485
"102",93.3449239088286,95.5404563699327,79,11724.7884050012,5785641.82795343
"103",135.450360013071,130.789604521812,80,19391.1085575819,16356631.548276
"104",107.396678302126,93.7728448465838,78,19188.051700592,5688876.64247137
"105",112.241095078284,113.436018204103,77,14741.1354333162,10155418.1744533
"106",122.646398789321,112.537642154642,81,23546.0211932659,10214683.1660976
"107",101.764217328548,101.603197637698,83,-198.788419365883,6653785.23312101
"108",131.270317652508,98.1305114625892,70,21935.6336593628,6554043.5164174
"109",125.586774073345,131.140342857894,75,8362.99212276936,16119737.14664
"110",122.736197108171,107.46356927849,81,10753.4811347723,8418806.30087998
"111",117.265980121524,153.023732796984,82,26845.4948216677,27710637.8870181
"112",124.136779828888,95.1996741813126,81,4181.171618402,5477916.7080684
"113",104.80253482874,115.976565246985,84,13336.2432047725,10905671.4520614
"114",76.577841876587,114.566140049293,78,8995.12565881014,10308159.6380039
"115",150.957423963878,121.820439889075,79,4529.99349683523,12492001.8207228
"116",91.7434263835125,156.468410325007,76,3951.59129053354,29034629.4856438
"117",129.346441158165,92.0752462911107,86,26756.6627040505,5712924.87755034
"118",99.9397134016052,147.083210438792,83,3182.07803368568,23536111.4990175
"119",144.03795077,103.680351667366,86,25967.7926152945,8054393.38390391
"120",151.056164618965,71.3196200242045,78,11856.1211228371,2381743.36380615
"121",108.470156176507,145.130546565491,85,8241.30772799253,22675080.0977212
"122",74.8692628177949,69.2534287027299,77,16038.2625311613,2319655.2702212
"123",159.085044317004,98.8340672341309,75,12510.7958167791,6451327.6229005
"124",131.924052777492,120.26858578875,82,24261.8578448892,12637811.543933
"125",77.2096571605617,126.433168463286,82,16915.5064597726,14578549.1324768
"126",137.001582925459,124.365280285542,75,2135.68553328514,13309420.0211592
"127",99.3881826040991,127.283258865368,82,12975.1480296254,14768186.8232325
"128",124.276126103544,92.1252334285786,84,6287.01993077993,4992047.94549943
"129",92.8993690221117,143.299681147084,78,5745.25328725576,21625842.4287415
"130",110.753466750779,96.9708562944085,86,20298.9839985967,6402048.54882118
"131",114.541644593767,71.0201982929301,80,20937.5919774175,2662422.02328731
"132",117.202418291913,164.295227316443,77,12262.5278383493,34519463.7947998
"133",95.1377782230531,100.817753956587,77,19727.36697644,7114454.47218021
"134",155.013113956475,116.2641234314,84,27531.5089151263,11485252.3874952
"135",143.137584595659,131.875933373923,80,15945.9519609809,16691232.5400274
"136",160.506623679864,86.2556254675383,81,26152.6655033231,4690690.46781852
"137",147.324424286836,101.290929193386,81,16604.9279496074,7145958.26689905
"138",95.2781739228089,98.3045586030318,82,12562.9943609238,6378257.5606998
"139",91.5964353128679,108.383143450726,79,1796.7029735446,8354952.61873918
"140",101.67584816345,136.829051128918,78,15978.8082093,18838337.8819178
"141",72.6254579298267,78.6102714246043,80,4334.86546576023,2927149.73262836
"142",112.170704361088,104.118980246705,83,28706.2682658434,8219954.75314076
"143",115.521431948412,96.4136787601296,78,13183.2379847765,5997744.27035173
"144",103.796858832906,89.3280895191057,80,25371.5557977557,5136565.5135089
"145",154.546271599447,107.962935537589,87,15284.485720098,8734929.91645148
"146",85.6858524683659,120.121657702346,76,27772.2330987453,12640668.1515562
"147",92.1091150562174,133.298272502509,76,12710.6219306588,17164471.4246697
"148",80.168562628248,156.982035273736,83,18016.5463984013,29850646.4203175
"149",90.9059528092714,120.529606917468,80,16250.960983336,12441374.2519698
"150",97.070867006902,90.4939009025803,81,19907.6025635004,5157977.23114195
"151",102.391357545198,97.4462059599798,80,4459.82310175896,5925894.11634013
"152",117.093574821673,154.710652554176,78,-697.835229337215,27798726.3319513
"153",98.0836575315487,113.525387963086,79,8288.52469474077,9982782.1258412
"154",106.844137564043,82.3882799440914,80,19394.846059382,3905905.90146818
"155",126.974765761926,167.803978315632,85,371.911570429802,36684938.4427178
"156",82.9088733028698,82.9098236119897,80,12884.2068612576,3761811.98081901
"157",81.3818331486933,128.867432209351,81,-248.535379767418,14936750.7642057
"158",129.227110538386,131.66066798258,84,9685.28887629509,16410521.2446755
"159",72.7756469809518,71.4793102113593,73,20954.1044384241,2647887.7199088
"160",100.350319731442,119.469136409099,85,-548.813372850418,11533531.1248766
"161",145.817881727414,87.847321411148,74,-967.588603496552,4032332.52668362
"162",116.537230503825,140.033030038881,83,4736.97559535503,19986077.2636883
"163",137.055105229257,109.022153324915,72,13728.6141961813,8873106.18220025
"164",133.666717326675,96.5454779258408,78,9421.70713096857,5902602.58724874
"165",94.6496194941229,107.937632845665,78,14047.3472476006,8633372.12802342
"166",81.3474738208127,108.044406756026,77,22099.7562408447,8911368.90939839
"167",121.07314473537,121.892971627148,84,14801.525592804,12881371.3868159
"168",97.6877842394569,130.550883394823,83,23490.2604147792,16422690.5312621
"169",66.5312537113805,110.28756135586,82,1969.78010237217,8869096.93015712
"170",99.0690996304626,128.390998353417,80,20259.9683627486,15426618.0150524
"171",125.349702137575,125.314922430346,81,13142.6513195038,14029102.9051667
"172",111.401936431682,148.152340336305,81,12789.8741587996,24438524.2040652
"173",76.1747263495936,94.889538144486,87,439.095340669155,5294999.97531991
"174",112.936961429261,123.273772018567,83,21989.1381636262,13604157.0365199
"175",84.2040692052252,90.9812623136999,84,2747.31434881687,4670888.15702385
"176",110.425460418389,129.267171088659,76,19135.3572234511,15704190.205092
"177",104.530012579876,111.210937884687,75,10356.0623973608,9376729.86953604
"178",144.729532153775,131.203585813744,84,10892.6174938679,16263409.4312533
"179",122.816620304521,109.368637462444,79,9580.89508861303,8868108.46488916
"180",116.081279305882,111.824035522106,84,27182.3967024684,10167096.1363613
"181",157.906089363522,148.878411753591,80,26845.0654447079,25299797.5884361
"182",79.1876511934391,130.848394492431,82,23292.1979129314,16527923.1130399
"183",92.6876130814801,121.045184873453,80,17939.7929683328,12671171.6118059
"184",152.454593958435,97.8286943511719,80,7614.63682353497,6107594.43523882
"185",133.391358432158,104.514099239587,74,24044.0291315317,8067778.01132231
"186",149.236357481803,132.542544394251,90,25543.5922369361,17389650.6198871
"187",94.7240050308325,105.709780971445,77,27973.7137705088,8510679.68133219
"188",86.4514134915316,92.6463518076219,74,28760.4147568345,5746941.55283485
"189",129.715906866298,102.151058505605,80,24896.2263539433,7605171.75393267
"190",104.213719014382,101.641480012965,81,5806.16267025471,6863043.96503385
"191",65.4984663479125,142.712462697065,81,15657.4112921953,21666513.9953283
"192",156.658489870306,107.809070723362,75,27468.2660698891,8999644.78479795
"193",149.887754342438,116.073252804829,86,24787.8900691867,11351440.402715
"194",126.36348204562,135.911754658274,79,23538.8651639223,18676939.3602543
"195",107.954317310523,131.208589208668,79,29208.6989507079,16840726.3639834
"196",116.427029445049,137.405490412599,77,27006.9229230285,19446461.812879
"197",113.72505199974,105.049174990232,74,27491.24994874,8301596.54883761
"198",134.734342604146,112.348144780695,79,26054.2103499174,10223855.1249165
"199",90.6768532768883,143.435804010963,82,1749.20363724232,21569301.3368276
"200",116.255651868213,92.549538702388,78,21136.6194859147,5530265.81268774
"201",115.432654093476,110.788983440461,79,29426.605515182,9898761.95459342
"202",129.258161355837,126.260465767615,74,26018.910959363,14738190.3961343
"203",145.657262521728,120.332366643883,82,18168.5239002109,12453227.9877003
"204",114.038995380895,130.340203785619,81,1699.01686906815,15590574.1030126
"205",148.881824054286,140.711506053396,83,13877.6784464717,20627251.7755019
"206",86.5258121498778,78.4750348451686,69,20062.7002194524,3341666.8125454
"207",131.404399946326,131.736964496602,78,23738.94161731,16871541.2413237
"208",127.704353843403,125.092039318274,80,4905.82028776407,13670059.5130588
"209",94.4503004424531,113.184472654359,85,18288.3654609323,10253837.4945163
"210",121.498829755266,132.665287641961,80,6642.4103230238,16715547.9150609
"211",136.534158436858,124.209030174754,75,29649.3307575583,14105819.7352517
"212",122.597602643297,90.7774123567031,85,21499.0228191018,5293631.37567869
"213",141.891399065726,92.2116658484573,74,25927.8509318829,5583194.28612025
"214",106.536493780833,84.8287295618426,77,6265.01210033894,3805790.89554142
"215",98.1956867988876,219.036127996165,85,25252.4232342839,91614802.439196
"216",140.14879716511,120.711402654825,74,15262.6425251365,12433442.2180705
"217",75.1258863585397,107.615687041536,77,25220.6433564425,8900346.02440042
"218",104.026077004668,111.852035929293,79,27831.200003624,10141668.4922029
"219",139.824499488397,128.931956960521,74,9097.58545458317,15248991.364803
"220",115.004099627007,85.9662794787869,76,4516.16171747446,3915456.46999365
"221",150.906509797556,150.155866074677,84,21342.0475423336,25871956.4453021
"222",114.136893973575,85.051136250496,82,5210.21555364132,3814960.48891152
"223",169.578242363875,98.5539189470106,80,11591.1122709513,6387760.13103838
"224",163.578753050302,90.6664113917902,79,10139.3891945481,4853030.88225547
"225",151.118876150081,143.885721482823,78,15273.4299376607,22232415.6306254
"226",107.545435654241,89.6328760863945,78,29022.8075161576,5283980.24203974
"227",138.042948326278,145.755503100913,82,28442.0578256249,23677469.4097917
"228",107.478811116185,101.947254775658,84,365.315370261669,6750235.88391125
"229",113.9400385273,119.678860523629,83,4306.27279728651,11769131.3814792
"230",156.780910546608,160.535649927416,82,13449.5711326599,32001058.4588177
"231",102.728911139096,111.393173989051,75,27253.6256760359,9951077.50326374
"232",124.301457533632,102.825536927028,78,10998.9595264196,7291144.58434378
"233",107.320247803703,108.683606890161,80,21073.8049298525,9070336.29786185
"234",108.845097333867,82.0691777158611,81,21879.7125965357,3953842.31333933
"235",101.808589577995,167.466947334471,71,24395.0127139688,37139231.0334606
"236",120.666528716765,117.738193367507,79,7485.46538501978,11237565.1538424
"237",169.960160378554,115.96560966766,76,23739.5084574819,11186461.2475658
"238",110.616181682802,110.156487026256,77,19007.8354403377,9371559.61214565
"239",95.6065126898884,128.59347359138,83,7258.55785608292,15085554.41164
"240",137.778335422081,75.0705360223339,91,742.121629416943,2408334.40156459
"241",79.980303220392,169.801675329574,83,1421.91635817289,38226066.2941874
"242",96.0385114394661,127.358770515905,83,14239.7083565593,14845507.1964742
"243",136.893171535728,104.190978415931,80,5074.69802349806,7422698.94470335
"244",91.778900943159,111.059703752202,84,24716.5818288922,9869045.27989241
"245",143.743873879826,79.8037432316438,81,15026.31611377,3432480.40972905
"246",98.970064707043,104.018760321624,75,11280.0147011876,7564173.61825441
"247",131.167854170005,97.398154370254,83,10118.7136843801,6115146.84739017
"248",103.703330659683,74.9736236889874,79,18279.3849408627,2966020.70472159
"249",64.3343986603414,125.493463152684,71,17457.0062160492,14169178.1436566
"250",113.630175785584,94.8564833327702,78,22812.793597579,6007644.88519364
"251",103.287018026036,109.642129643577,71,23287.2944548726,9313337.29672946
"252",148.945724025817,97.9659804656004,83,4738.24556916952,6046327.19646749
"253",102.764641309731,94.5251406486333,77,211.979292333126,5217451.28995819
"254",135.753320830798,77.860598975569,80,8991.84542894363,2991746.01011696
"255",126.3224730411,147.36267986363,77,22743.5852140188,24302254.9967092
"256",113.989637571528,103.892914252297,75,20613.9413565397,7823843.74287971
"257",99.7120557619402,163.507240543925,76,17086.5763500333,34112675.6532612
"258",99.9858763827995,133.106602024957,79,9311.18138879538,16987129.4746373
"259",92.1409029433614,122.656032362628,87,2348.86939823627,12718551.1082308
"260",110.917272997314,90.6387671828008,77,20464.6461680532,5168393.23646992
"261",80.2873306121977,136.33943397582,82,3152.43151783943,18208318.2044001
"262",87.6710356344849,119.063752218532,74,14394.3784981966,11860434.8468713
"263",127.528388344636,88.0132356952919,80,13946.9473212957,4548268.97513717
"264",111.591076895353,92.3685017943896,83,9806.12314492464,5152843.48792626
"265",176.045156091683,133.547877931915,83,12199.6681839228,17289807.1513493
"266",101.732205209899,126.590885043833,83,25013.7825831771,14921810.8031545
"267",158.196180158528,125.335221745872,79,8300.09176582098,13868285.3718116
"268",88.4745632737424,140.940521302319,80,1892.60873198509,20326691.1253894
"269",147.04975825506,120.343122806981,84,4089.03931081295,11984220.6903567
"270",113.633935468439,134.893832606821,77,23913.7667715549,18218021.1561014
"271",103.594006959431,118.611252761441,77,19099.1248264909,11880455.7952492
"272",113.112877085865,114.722195705121,81,7024.18740093708,10299755.4862664
"273",103.807681675004,66.69510209801,84,26494.2398816347,2509052.21689531
"274",117.963251845906,88.5975126985177,81,25567.2982335091,5034986.34541838
"275",131.337301854815,99.9427656583271,84,-1447.34987616539,6247697.64845891
"276",55.5063528278003,93.9520435013978,83,11134.2312321067,5484746.36420287
"277",97.954329513343,122.016095281171,82,27774.0046307445,13350479.5305044
"278",154.349748252248,152.632376974019,83,6452.31378823519,26791671.8263273
"279",133.196258825062,80.1939709664828,74,1311.91325932741,3019738.60608671
"280",144.155141437477,106.055149976019,82,12318.5397610068,8122518.40228614
"281",109.089998893245,140.135312006122,83,16048.2473596931,20422209.3583937
"282",132.069248491679,114.301453153064,84,28418.5526221991,10923530.3220243
"283",95.2837685114285,122.621096197981,87,16346.3067635894,13207403.0342446
"284",125.098214111781,98.624152064513,77,-1310.65613776445,5978052.84449994
"285",80.3631627912993,123.782704455717,77,17089.5370095968,13576814.4932099
"286",111.083253565712,167.98036077124,84,5896.66178822517,37007072.4133239
"287",126.416872597632,143.465035542917,89,17572.1260160208,22168280.975148
"288",181.544856688572,87.9778530263177,82,16305.6956157088,4633706.19560512
"289",117.026407652144,155.375248244358,76,4675.78531056643,28376397.0940695
"290",110.256787204846,88.7524360950356,74,17077.4895772338,4728459.22239149
"291",118.787683681296,110.827196936954,75,3583.45403522253,9061002.11878954
"292",118.728271448489,104.385437423826,82,19123.1599450111,7947701.84484323
"293",140.592386500048,130.544118134553,81,25416.9361889362,16465587.5093989
"294",140.685175565769,105.193086225386,81,9771.15031331778,7821593.31951363
"295",108.048273544505,180.122854760427,79,6423.21388423443,46868660.1404819
"296",104.690863344869,116.950329268183,78,17588.1891027093,11311765.6639999
"297",115.696402711834,88.7373970111722,76,13770.9948197007,4635901.19092428
"298",137.761381488962,96.5019920674577,74,12632.6611191034,5977202.42259378
"299",157.488320936803,85.5192151697054,82,10333.2715779543,4056738.09550015
"300",78.3175700643426,110.208497202665,80,15466.1678746343,9291500.379243
"301",102.572116186689,103.495975069226,80,15017.2767564654,7587505.73813397
"302",124.41881432556,89.5719249819046,79,3482.95453190804,4452969.61591957
"303",152.552570957488,94.0178439894788,82,8261.39038801193,5395582.62320322
"304",119.280365295958,131.505711773439,77,16553.8025200367,16537612.2352765
"305",159.500924835737,109.327901886154,85,2991.08355492353,8649731.8926352
"306",106.077201708294,80.7593391382299,82,9034.60549563169,3356830.99901161
"307",133.626893226236,126.034803116772,80,3447.52813875675,13971189.9965003
"308",123.264256927478,121.392347471775,82,29474.8848155141,13193632.3574996
"309",99.8455782348714,81.7979582489609,78,23245.2995702624,3935494.6572583
"310",122.823732917506,117.372359917451,80,3628.78702580929,10997581.8772133
"311",96.1442428813516,135.248303555204,79,6683.53446573019,17831899.8879513
"312",128.448385390708,187.454447537593,76,3103.87015342712,53535340.3502669
"313",154.464139221791,79.8028907881054,78,21954.715333879,3637411.8951206
"314",144.966233691808,113.257890004841,80,21992.2252744436,10360899.2865442
"315",77.2535567198834,126.045174354146,82,6314.55606222153,14074613.0995281
"316",119.001780386308,128.474619302827,77,8740.10177701712,15068740.29156
"317",132.894567444057,127.429074613799,86,6998.59306961298,14633357.3040772
"318",86.7954758565723,166.076074501338,73,4995.72740495205,35554593.5054691
"319",123.192695495109,147.908690858801,74,21607.1740761399,24538589.1615163
"320",140.764599235412,123.177341992055,83,1130.71785122156,12856720.2536174
"321",134.697836557324,100.296806415974,86,25549.0918233991,7278364.41897966
"322",123.352689870799,97.9525516583681,84,7875.18518418074,6153954.30955026
"323",94.4057773259499,124.778765703582,79,27502.7179792523,14289980.616421
"324",136.635919946327,78.948550040833,82,24579.4620066881,3655960.35228742
"325",94.7464029710176,129.132340633165,78,29317.7992850542,15993855.6670421
"326",131.923636332603,56.0504212034762,82,7364.00330811739,1130760.70355352
"327",106.218965452975,126.130605717819,73,28130.535684526,14742771.2053008
"328",129.208539950797,125.579057753313,80,16915.0279313326,14246004.2905715
"329",125.01347652024,123.226461437838,69,23785.2417901158,13515661.9532544
"330",107.130544094731,126.655186431899,80,12741.039134562,14511078.8095356
"331",142.304618534683,100.198651934769,82,11037.0491296053,6725803.43894448
"332",117.557219080648,145.360399048132,74,27989.3122464418,23363903.5451449
"333",112.030284222925,112.93099484441,83,13504.8982948065,10002671.2383175
"334",95.2029034507717,94.4631181164309,83,16822.9499384761,5774414.03011257
"335",128.702299265161,138.548342057428,76,26118.5758858919,19938692.2626574
"336",165.110096576803,122.056379376333,80,17624.1069957614,13007458.5601901
"337",143.061946944733,101.326431941588,84,8880.17250597477,6906432.73021841
"338",118.239394120546,118.989643766565,74,-1955.58079332113,11336060.6619098
"339",142.268726070458,125.570604729776,75,18587.9300683737,14260913.6513254
"340",168.09985943716,100.788154558415,80,13572.6795867085,6928725.65073974
"341",139.492950600277,131.96531970505,84,9828.89577746391,16542360.9558353
"342",91.8739963822669,127.970831106744,86,25246.0171505809,15488189.5305297
"343",106.421357840732,91.3870143157684,77,1707.72917568684,4700004.55244032
"344",144.961375760573,112.054424381523,67,2352.87088155746,9356844.06255832
"345",113.431555171137,113.190786134342,77,26836.0485583544,10468979.0025272
"346",106.018259160111,95.9973208910604,81,22357.2969436646,6238532.29343457
"347",164.700463105817,149.812423723773,80,3678.76399308443,25059989.7293234
"348",61.259240609685,54.0708681391609,87,8090.17762541771,1069931.82212885
"349",116.027573341033,125.658511742686,74,18504.9175024033,14283518.8281489
"350",96.4996292475012,98.5629010697228,82,10821.3757500052,6372717.94570505
"351",122.790784693447,120.47533270543,84,1660.77650338411,11944430.492407
"352",93.0169494115113,114.032027183173,88,21751.3255551457,10648091.9817178
"353",124.178607253729,136.351893079867,75,-1028.89084070921,18075608.7029701
"354",108.646906642654,139.912643346788,76,6411.42988204956,19967519.1563159
"355",97.9874166301788,138.571862705693,81,-1986.35047674179,19063207.0813609
"356",115.958543533883,117.632308035677,77,19329.7258540988,11574648.7526692
"357",87.9556488177647,86.7169937231993,81,11353.8054898381,4266013.54337616
"358",125.306817896929,120.119413948124,80,21321.0578858852,12471611.4600958
"359",134.582472218849,103.42508009015,84,23645.1039761305,7893613.50710057
"360",84.8836660683932,103.404871805483,86,9386.0739916563,7402975.17111269
"361",80.5189813855628,116.88808964269,82,5093.88237446547,10898071.8332483
"362",123.847947334493,104.480205192684,83,12511.1770629883,7751769.81801971
"363",94.2149503553299,122.802999091109,81,-603.170186281204,12665874.8763395
"364",68.0171341648352,115.602280337055,81,18459.8128944635,10946541.6314731
"365",57.5919146080432,146.085819583525,80,2182.69069492817,22963459.9834684
"366",99.1899998225569,135.941719641086,75,23582.1101218462,18653959.7684962
"367",135.055935543339,121.603961558708,84,17847.3138585687,12887356.2794346
"368",130.732388242949,100.400115847192,76,21833.8319286704,7081904.90697677
"369",112.722957741788,105.093383451037,91,9685.14557927847,7833268.89021924
"370",163.003365229312,83.5623261679037,83,7708.02899450064,3690557.797103
"371",160.71786596915,119.709911844422,83,10759.2776864767,12000176.5580589
"372",116.803623409048,102.292479977556,83,9722.36882150173,7148002.55242507
"373",91.7748569908367,110.533553426379,78,28924.8160123825,9800906.19266042
"374",126.613797852163,86.9176242802998,80,24486.8542328477,4725681.83089244
"375",120.250139979019,98.6780257011418,86,-231.660470366478,6022686.20651836
"376",158.197639047267,143.535391615043,81,28712.4785482883,22520119.8692951
"377",135.748806612096,102.803649864309,82,-1194.69444453716,6891652.31686402
"378",119.867438471927,99.5652744680114,79,23844.6633368731,6994598.69181275
"379",114.190354341151,119.127143180684,80,16391.9034749269,11981660.6783805
"380",141.895007939866,150.483303447881,78,11956.1802893877,25705283.8393499
"381",133.408841103441,74.2018498937014,85,28057.9720586538,3270245.05470345
"382",116.882140004912,147.240396166419,83,15532.5941890478,24043778.4008356
"383",157.746794292214,130.85233032608,79,1353.15725207329,15786569.9087859
"384",102.556275945271,95.6499751433203,85,25150.3393128514,6304821.52419772
"385",100.992241457296,101.464387105817,85,28078.3199295402,7612466.31642727
"386",127.508368131669,109.101607032607,81,19043.3131977916,9121012.80502098
"387",153.540601209699,148.598015296731,83,6511.8221193552,24480666.7707951
"388",119.818392919182,120.341662801922,79,-785.499155521393,11816560.4457775
"389",136.626226247213,109.031326067721,79,3966.41978621483,8595723.51041403
"390",102.389481008788,157.260587202213,73,24540.6669303775,30152372.9723505
"391",139.228129888905,103.814822500626,77,13713.2398113608,7602641.42458636
"392",102.06875707454,140.209991325396,82,10868.2410120964,20276716.0708031
"393",101.136292415371,123.632200028498,85,22343.9925909042,13761613.4375563
"394",76.0715439513954,132.635290520336,87,12451.8524482846,16929317.1873279
